image_hex_string	actual	base_prediction	corrupting_pixels
0x3f000007f80000ffe0001f7f0001e0f0001c07801bc03803fc03807bc03807bc078073e0f807de0f807df1f007fffe007fffc003fff0001ffe0000ff80000000000000000000000000000000000000	0	0	(14, 18);(14, 19)
0xe000001f800001f8000039c000039c000039c000039c000031c000031c000001800000380000038000003800000380000038000007000000700000070000007000000200000000000000000	7	9	(12, 12)
0x18000001800000180000038000003800018300003c300007e70000706000078c00003dc00001f800000f000001f000003b80000318000039800001f800000f80000070000000000000000000000000000000	8	8	(12, 2);(13, 2);(14, 2);(12, 3);(13, 3);(14, 3);(25, 3);(5, 4);(6, 4);(12, 4);(13, 4);(14, 4);(15, 4);(21, 4);(25, 4);(26, 4);(5, 5);(6, 5);(7, 5);(13, 5);(14, 5);(15, 5);(19, 5);(20, 5);(21, 5);(25, 5);(26, 5);(27, 5);(5, 6);(6, 6);(7, 6);(13, 6);(14, 6);(15, 6);(16, 6);(18, 6);(19, 6);(20, 6);(21, 6);(25, 6);(26, 6);(27, 6);(5, 7);(6, 7);(7, 7);(13, 7);(14, 7);(15, 7);(16, 7);(17, 7);(18, 7);(19, 7);(20, 7);(25, 7);(26, 7);(27, 7);(6, 8);(7, 8);(8, 8);(13, 8);(14, 8);(15, 8);(16, 8);(17, 8);(18, 8);(19, 8);(20, 8);(25, 8);(26, 8);(27, 8);(6, 9);(7, 9);(8, 9);(11, 9);(14, 9);(15, 9);(16, 9);(17, 9);(18, 9);(19, 9);(25, 9);(26, 9);(6, 10);(7, 10);(8, 10);(10, 10);(11, 10);(15, 10);(16, 10);(18, 10);(19, 10);(20, 10);(25, 10);(6, 11);(7, 11);(8, 11);(10, 11);(17, 11);(18, 11);(19, 11);(20, 11);(21, 11);(25, 11);(7, 12);(8, 12);(11, 12);(17, 12);(18, 12);(21, 12);(22, 12);(8, 13);(9, 13);(10, 13);(11, 13);(14, 13);(18, 13);(19, 13);(20, 13);(11, 14);(19, 14);(20, 14);(22, 14);(25, 14);(21, 15);(22, 15);(16, 16);(17, 16);(20, 16);(21, 16);(22, 16);(1, 17);(9, 17);(10, 17);(12, 17);(15, 17);(16, 17);(1, 18);(2, 18);(13, 18);(14, 18);(15, 18);(16, 18);(1, 19);(2, 19);(4, 19);(13, 19);(14, 19);(15, 19);(16, 19);(1, 20);(2, 20);(13, 20);(14, 20);(15, 20);(16, 20);(17, 20);(5, 21);(6, 21);(13, 21);(14, 21);(15, 21);(16, 21);(17, 21);(4, 22);(14, 22);(15, 22);(16, 22);(17, 22);(4, 23);(14, 23);(15, 23);(16, 23);(17, 23);(14, 24);(15, 24);(16, 24);(17, 24);(15, 25);(16, 25);(17, 25)
0xe000007f80000ffc0001c0e001f807001f0038037001c03e000c03e000c03e000c03e000c03f001801f003800f80f0007ffe0003ff00000fc00000300000000000000000000000000000000000000	0	0	(15, 11);(13, 12);(14, 12);(15, 12);(16, 12);(17, 12);(12, 13);(13, 13);(14, 13);(15, 13);(16, 13);(17, 13);(18, 13);(7, 14);(12, 14);(13, 14);(14, 14);(15, 14);(16, 14);(17, 14);(18, 14);(6, 15);(7, 15);(15, 15);(16, 15);(17, 15);(18, 15);(14, 16);(15, 16);(16, 16);(17, 16);(18, 16);(6, 17);(13, 17);(14, 17);(15, 17);(16, 17);(17, 17);(7, 18);(13, 18);(14, 18);(15, 18);(16, 18);(17, 18);(7, 19);(15, 19);(16, 19);(17, 19);(6, 21);(6, 22);(9, 22)
0x80000008000000c000000c000000c000000800000080000008000000c000000f00000038000001c000001c000000c000001c000001c000001c000003800001f000003c00000000000000000000000000000000000000	5	5	(5, 6);(6, 6);(5, 7);(6, 7);(7, 7);(5, 8);(6, 8);(7, 8);(4, 9);(5, 9);(6, 9);(7, 9);(4, 10);(5, 10);(6, 10);(7, 10);(5, 11);(6, 11);(9, 12);(9, 14);(10, 14);(8, 15);(9, 15);(10, 15);(9, 16);(10, 16);(11, 16);(9, 17);(10, 17);(11, 17);(9, 18);(10, 18);(11, 18);(10, 19);(11, 19);(10, 20);(11, 20);(10, 21)
0x7000000200000020000004000000000000080000008000000800000000000020000006038000c07c000c0fc00081fc00001f800183f0003dfe0001ffc0001ff00000fc0000000000000000000000000000000000000000000000000000	6	6	(8, 19)
0x38000007800001f80000ff00001ef00003830000f030003c06000fc06001ffffe00e01f000000c000001c00000180000018000003000000300000030000007000000600000000000000000	4	7	(16, 7);(6, 8);(16, 8);(6, 9);(16, 9);(22, 9);(23, 9);(11, 10);(13, 10);(14, 10);(16, 10);(21, 10);(22, 10);(23, 10);(10, 11);(13, 11);(14, 11);(16, 11);(17, 11);(21, 11);(22, 11);(23, 11);(7, 12);(9, 12);(10, 12);(13, 12);(14, 12);(16, 12);(17, 12);(21, 12);(22, 12);(23, 12);(7, 13);(9, 13);(10, 13);(11, 13);(12, 13);(13, 13);(14, 13);(16, 13);(17, 13);(25, 13);(7, 14);(9, 14);(10, 14);(11, 14);(12, 14);(13, 14);(14, 14);(16, 14);(17, 14);(18, 14);(21, 14);(22, 14);(23, 14);(24, 14);(25, 14);(8, 15);(9, 15);(11, 15);(14, 15);(17, 15);(18, 15);(19, 15);(20, 15);(21, 15);(22, 15);(8, 16);(9, 16);(10, 16);(11, 16);(12, 16);(14, 16);(17, 16);(18, 16);(19, 16);(20, 16);(23, 16);(5, 17);(6, 17);(8, 17);(9, 17);(10, 17);(11, 17);(12, 17);(16, 17);(17, 17);(18, 17);(21, 17);(22, 17);(23, 17);(24, 17);(8, 18);(21, 18);(22, 18);(23, 18);(24, 18);(3, 19);(4, 19);(5, 19);(14, 19);(17, 19);(18, 19);(20, 19);(21, 19);(22, 19);(23, 19);(3, 20);(4, 20);(5, 20);(14, 20);(16, 20);(21, 20);(22, 20);(23, 20);(14, 21);(16, 21);(21, 21);(22, 21);(23, 21);(16, 22);(21, 22);(22, 22);(23, 22);(15, 23);(21, 23);(22, 23);(23, 23)
0xf000001ff80003ffe0003c3f0003c070003c070003c070003c030003c0300038038003803800380380018078000007e00007ff0000fff0000ffe000047c000007000000700000000000000000000000	7	2	(10, 10);(10, 11);(23, 13);(20, 15)
0x7000000f800001f800003f800007f00006f70000fe70000fc70001fc60001f860001f860003f060003e060003e060003e063803ffffc03ffff801fffe00000e000000e0000000000000000000000000000000000000	4	6	(12, 19);(13, 19);(14, 20)
0x7c00000de0000186000030600007060000e060000c0c000180c000100c000000e000007f80000ff000003800000380000018000003000000300000030000007000000600000000000000000	7	7	(16, 10);(17, 10);(14, 11);(15, 11);(16, 11);(17, 11);(16, 12)
0x1e000003fe00007060000f060000e060000e0c0000e0c0000c0c0000c0c000003f000007f800003d00000180000018000001800000180000010000003000000300000030000000000	7	7	(13, 11);(14, 11);(15, 11);(16, 11);(17, 11);(14, 12);(15, 12);(16, 12);(17, 12)
0x7fe0000fff0000e0c0001c000001c000001c3c0001ffe0000f870000007000000380000038000001c000001c000001c000001c007801c00fe038001fe780007ff00000fc000000000000000000000000000000	5	5	(7, 8);(7, 9);(8, 9);(7, 16);(8, 16);(7, 17);(8, 17);(7, 18)
0x3800000f800001f800003d8000039c000071c000071c0000e1c0000c1c0001c1d8001e1f8003fff800181c000001c000001c0000018000001800000380000018000001800000000000000000000000	4	4	(8, 2);(7, 3);(8, 3);(9, 3);(10, 3);(7, 4);(8, 4);(9, 4);(10, 4);(8, 5);(9, 5);(10, 5);(11, 5);(8, 6);(9, 6);(10, 6);(11, 6);(20, 6);(7, 7);(8, 7);(9, 7);(10, 7);(11, 7);(15, 7);(16, 7);(19, 7);(20, 7);(8, 8);(9, 8);(10, 8);(11, 8);(13, 8);(14, 8);(15, 8);(16, 8);(18, 8);(19, 8);(20, 8);(7, 9);(8, 9);(9, 9);(11, 9);(12, 9);(13, 9);(14, 9);(15, 9);(18, 9);(19, 9);(20, 9);(7, 10);(11, 10);(12, 10);(15, 10);(16, 10);(19, 10);(20, 10);(10, 11);(11, 11);(16, 11);(19, 11);(20, 11);(16, 12);(16, 13);(5, 14);(8, 14);(16, 14);(20, 14);(21, 14);(23, 14);(5, 15);(11, 15);(15, 15);(16, 15);(17, 15);(5, 16);(11, 16);(15, 16);(16, 16);(22, 16);(8, 17);(15, 17);(20, 17);(7, 18);(8, 18);(9, 18);(10, 18);(11, 18);(12, 18);(13, 18);(15, 18);(16, 18);(19, 18);(8, 19);(9, 19);(10, 19);(11, 19);(12, 19);(13, 19);(15, 19);(16, 19);(19, 19);(8, 20);(9, 20);(10, 20);(11, 20);(12, 20);(13, 20);(15, 20);(16, 20);(19, 20);(20, 20);(8, 21);(9, 21);(10, 21);(11, 21);(12, 21);(8, 22);(9, 22);(10, 22);(11, 22);(12, 22);(20, 22);(9, 23);(10, 23);(11, 23);(12, 23);(19, 23);(20, 23);(12, 24);(19, 24);(20, 24);(20, 25)
0xf000003f000007f80000ff80000e380001e380003c7800039fc00039fe00011ff00001c700000838000001800018180001c180001e180001ff80000ff800007f800001f00000000000000000000000	3	3	(6, 0);(7, 0);(8, 0);(9, 0);(10, 0);(11, 0);(17, 0);(18, 0);(5, 1);(6, 1);(7, 1);(8, 1);(9, 1);(10, 1);(11, 1);(18, 1);(7, 2);(8, 2);(9, 2);(10, 2);(11, 2);(17, 2);(18, 2);(27, 2);(10, 3);(11, 3);(12, 3);(17, 3);(18, 3);(19, 3);(27, 3);(10, 4);(11, 4);(12, 4);(17, 4);(18, 4);(19, 4);(27, 4);(10, 5);(11, 5);(17, 5);(18, 5);(19, 5);(27, 5);(10, 6);(12, 6);(13, 6);(16, 6);(17, 6);(18, 6);(19, 6);(27, 6);(14, 7);(17, 7);(18, 7);(19, 7);(27, 7);(8, 8);(14, 8);(15, 8);(16, 8);(17, 8);(18, 8);(7, 9);(12, 9);(13, 9);(14, 9);(15, 9);(16, 9);(17, 9);(18, 9);(6, 10);(11, 10);(12, 10);(13, 10);(14, 10);(15, 10);(16, 10);(17, 10);(18, 10);(26, 10);(27, 10);(6, 11);(7, 11);(8, 11);(11, 11);(16, 11);(17, 11);(20, 11);(21, 11);(26, 11);(27, 11);(5, 12);(6, 12);(7, 12);(8, 12);(17, 12);(20, 12);(21, 12);(23, 12);(24, 12);(25, 12);(26, 12);(27, 12);(2, 13);(3, 13);(4, 13);(6, 13);(7, 13);(8, 13);(10, 13);(11, 13);(12, 13);(13, 13);(14, 13);(16, 13);(17, 13);(18, 13);(20, 13);(21, 13);(24, 13);(25, 13);(26, 13);(27, 13);(2, 14);(3, 14);(4, 14);(5, 14);(6, 14);(7, 14);(8, 14);(9, 14);(10, 14);(11, 14);(12, 14);(13, 14);(15, 14);(16, 14);(17, 14);(18, 14);(19, 14);(20, 14);(21, 14);(22, 14);(25, 14);(26, 14);(27, 14);(2, 15);(5, 15);(6, 15);(7, 15);(8, 15);(9, 15);(10, 15);(11, 15);(12, 15);(13, 15);(14, 15);(15, 15);(16, 15);(17, 15);(18, 15);(19, 15);(21, 15);(22, 15);(23, 15);(24, 15);(26, 15);(6, 16);(7, 16);(8, 16);(9, 16);(10, 16);(11, 16);(12, 16);(13, 16);(14, 16);(16, 16);(17, 16);(18, 16);(19, 16);(20, 16);(22, 16);(23, 16);(24, 16);(26, 16);(6, 17);(7, 17);(8, 17);(10, 17);(11, 17);(12, 17);(13, 17);(14, 17);(18, 17);(19, 17);(20, 17);(21, 17);(22, 17);(23, 17);(25, 17);(26, 17);(1, 18);(2, 18);(5, 18);(6, 18);(7, 18);(8, 18);(9, 18);(10, 18);(11, 18);(12, 18);(14, 18);(15, 18);(16, 18);(21, 18);(22, 18);(23, 18);(25, 18);(26, 18);(5, 19);(6, 19);(7, 19);(8, 19);(9, 19);(10, 19);(11, 19);(12, 19);(13, 19);(14, 19);(15, 19);(16, 19);(17, 19);(18, 19);(19, 19);(20, 19);(21, 19);(22, 19);(25, 19);(26, 19);(2, 20);(3, 20);(4, 20);(5, 20);(6, 20);(7, 20);(8, 20);(9, 20);(10, 20);(11, 20);(12, 20);(13, 20);(14, 20);(16, 20);(17, 20);(18, 20);(19, 20);(20, 20);(21, 20);(24, 20);(25, 20);(26, 20);(0, 21);(1, 21);(2, 21);(3, 21);(4, 21);(5, 21);(6, 21);(7, 21);(8, 21);(9, 21);(10, 21);(11, 21);(12, 21);(13, 21);(14, 21);(21, 21);(22, 21);(23, 21);(24, 21);(25, 21);(26, 21);(27, 21);(0, 22);(1, 22);(2, 22);(3, 22);(4, 22);(5, 22);(6, 22);(7, 22);(8, 22);(9, 22);(10, 22);(11, 22);(12, 22);(13, 22);(14, 22);(15, 22);(21, 22);(22, 22);(23, 22);(24, 22);(25, 22);(26, 22);(1, 23);(2, 23);(3, 23);(4, 23);(5, 23);(6, 23);(7, 23);(8, 23);(9, 23);(10, 23);(11, 23);(12, 23);(13, 23);(14, 23);(15, 23);(20, 23);(21, 23);(22, 23);(23, 23);(24, 23);(25, 23);(26, 23);(2, 24);(3, 24);(4, 24);(5, 24);(6, 24);(7, 24);(8, 24);(9, 24);(10, 24);(11, 24);(12, 24);(13, 24);(14, 24);(15, 24);(19, 24);(20, 24);(21, 24);(22, 24);(23, 24);(24, 24);(25, 24);(26, 24);(2, 25);(3, 25);(4, 25);(5, 25);(6, 25);(7, 25);(8, 25);(9, 25);(10, 25);(11, 25);(12, 25);(13, 25);(14, 25);(18, 25);(19, 25);(20, 25);(21, 25);(22, 25);(25, 25);(26, 25);(3, 26);(4, 26);(5, 26);(6, 26);(7, 26);(8, 26);(9, 26);(10, 26);(11, 26);(12, 26);(13, 26);(14, 26);(18, 26);(19, 26);(20, 26);(21, 26);(7, 27);(8, 27);(9, 27);(10, 27);(11, 27);(12, 27);(13, 27);(18, 27);(19, 27);(20, 27);(21, 27)
0x3f800007fc0000ffc0001ffc0001e00000180c000187e0001ffe0001fff0001fe38000f838000001800000180000038000003000038700001ff00001fe00001fc000007800000000000000000000000	5	5	(9, 7);(9, 8);(10, 8);(11, 8);(12, 8);(8, 9);(9, 9);(9, 10);(9, 16);(9, 17);(9, 18);(10, 18);(10, 19);(10, 20);(9, 21);(10, 21);(10, 22);(10, 23)
0x380001ff80001ffc0001ffc0001e000001fe00000ff000007f000007fc00003fe000018f0000007000000380000038000007c00071fc0007ffc0007ff80003ff00001fc000000000000000000000000000000	5	5	(9, 15);(9, 16);(10, 16);(9, 17);(10, 17);(11, 17);(9, 18);(10, 18);(9, 19);(10, 19);(11, 19);(9, 20);(10, 20);(11, 20);(9, 21);(10, 21);(11, 21);(10, 22);(11, 22);(10, 23)
0xffc0001ffc0001ffe0000ffc0000c000000c000000e7800007fe00007fe00003ff00003e3000018180000018000200c000300c0003c3c0003ffc0001ffc00007f800001f00000000000000000000000	5	5	(9, 8);(10, 8);(11, 8);(9, 9);(10, 9);(11, 9);(17, 10);(17, 11);(18, 11);(9, 16);(10, 16);(9, 17);(10, 17);(10, 18);(10, 19);(10, 20)
0x3e000007fc0000ffe0001f7e0001c08000180000018780001ffe0000fee0000fe30000701000000100000010000001800018180001c180001ff80000ff80000fe000003e00000000000000000000000	5	9	(0, 0);(1, 0);(0, 1);(14, 1);(0, 2);(1, 2);(2, 2);(3, 2);(20, 2);(21, 2);(22, 2);(23, 2);(24, 2);(25, 2);(26, 2);(0, 3);(1, 3);(2, 3);(3, 3);(4, 3);(20, 3);(21, 3);(22, 3);(23, 3);(24, 3);(25, 3);(26, 3);(27, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(5, 4);(20, 4);(21, 4);(22, 4);(23, 4);(24, 4);(25, 4);(26, 4);(0, 5);(1, 5);(2, 5);(3, 5);(4, 5);(5, 5);(8, 5);(21, 5);(22, 5);(23, 5);(24, 5);(25, 5);(26, 5);(0, 6);(1, 6);(2, 6);(3, 6);(4, 6);(5, 6);(6, 6);(7, 6);(8, 6);(9, 6);(21, 6);(22, 6);(23, 6);(24, 6);(25, 6);(26, 6);(0, 7);(1, 7);(2, 7);(3, 7);(4, 7);(5, 7);(14, 7);(20, 7);(21, 7);(22, 7);(23, 7);(24, 7);(25, 7);(26, 7);(0, 8);(1, 8);(2, 8);(3, 8);(4, 8);(5, 8);(6, 8);(7, 8);(9, 8);(10, 8);(12, 8);(13, 8);(14, 8);(17, 8);(20, 8);(21, 8);(22, 8);(23, 8);(24, 8);(25, 8);(26, 8);(0, 9);(1, 9);(2, 9);(3, 9);(4, 9);(5, 9);(6, 9);(7, 9);(9, 9);(10, 9);(11, 9);(12, 9);(13, 9);(14, 9);(15, 9);(19, 9);(20, 9);(21, 9);(22, 9);(23, 9);(24, 9);(25, 9);(26, 9);(0, 10);(1, 10);(2, 10);(3, 10);(4, 10);(6, 10);(7, 10);(8, 10);(9, 10);(10, 10);(11, 10);(13, 10);(14, 10);(17, 10);(18, 10);(19, 10);(20, 10);(21, 10);(22, 10);(23, 10);(24, 10);(1, 11);(2, 11);(3, 11);(4, 11);(5, 11);(6, 11);(7, 11);(8, 11);(9, 11);(10, 11);(11, 11);(13, 11);(14, 11);(15, 11);(17, 11);(22, 11);(1, 12);(2, 12);(3, 12);(4, 12);(5, 12);(6, 12);(7, 12);(8, 12);(9, 12);(10, 12);(11, 12);(13, 12);(14, 12);(18, 12);(19, 12);(0, 13);(1, 13);(2, 13);(3, 13);(4, 13);(5, 13);(6, 13);(7, 13);(8, 13);(9, 13);(10, 13);(14, 13);(22, 13);(23, 13);(0, 14);(1, 14);(2, 14);(3, 14);(5, 14);(6, 14);(7, 14);(8, 14);(10, 14);(11, 14);(13, 14);(0, 15);(1, 15);(2, 15);(3, 15);(6, 15);(7, 15);(8, 15);(11, 15);(13, 15);(14, 15);(0, 16);(1, 16);(2, 16);(3, 16);(4, 16);(5, 16);(8, 16);(9, 16);(11, 16);(14, 16);(21, 16);(25, 16);(26, 16);(0, 17);(1, 17);(2, 17);(3, 17);(4, 17);(5, 17);(8, 17);(12, 17);(14, 17);(25, 17);(0, 18);(1, 18);(2, 18);(3, 18);(4, 18);(5, 18);(6, 18);(8, 18);(12, 18);(15, 18);(20, 18);(24, 18);(0, 19);(1, 19);(2, 19);(3, 19);(4, 19);(5, 19);(6, 19);(7, 19);(8, 19);(13, 19);(18, 19);(1, 20);(2, 20);(3, 20);(4, 20);(5, 20);(6, 20);(7, 20);(13, 20);(14, 20);(15, 20);(16, 20);(17, 20);(21, 20);(22, 20);(1, 21);(2, 21);(3, 21);(4, 21);(5, 21);(6, 21);(7, 21);(8, 21);(14, 21);(15, 21);(16, 21);(17, 21);(18, 21);(19, 21);(20, 21);(2, 22);(3, 22);(4, 22);(5, 22);(6, 22);(7, 22);(8, 22);(14, 22);(15, 22);(16, 22);(17, 22);(18, 22);(19, 22);(2, 23);(3, 23);(4, 23);(5, 23);(6, 23);(7, 23);(8, 23);(14, 23);(15, 23);(16, 23);(17, 23);(18, 23);(26, 23);(27, 23);(2, 24);(3, 24);(4, 24);(5, 24);(6, 24);(7, 24);(8, 24);(14, 24);(15, 24);(16, 24);(17, 24);(18, 24);(26, 24);(27, 24);(2, 25);(3, 25);(4, 25);(5, 25);(6, 25);(7, 25);(8, 25);(14, 25);(15, 25);(16, 25);(17, 25);(25, 25);(26, 25);(27, 25);(4, 26);(5, 26);(6, 26);(7, 26);(8, 26);(9, 26);(15, 26);(16, 26);(17, 26);(24, 26);(25, 26);(26, 26);(27, 26);(4, 27);(5, 27);(6, 27);(7, 27);(8, 27);(9, 27);(15, 27);(16, 27);(17, 27);(25, 27);(26, 27)
0x3c000007e00000ff00000ff80000ffc0000ffc0000f0e0000c0e0000efe0000ffe00007ff00007ff80001fd80000e1c0000c1c0000c1c0000e7c00007fc00003f800003f00000000000000000000000	8	8	(14, 7);(15, 7);(15, 8);(23, 8);(24, 8);(23, 9);(24, 9);(17, 12);(18, 12);(19, 12);(17, 13);(19, 14);(22, 14);(23, 14);(16, 15);(19, 15);(20, 15);(22, 15);(23, 15);(16, 16);(22, 16);(23, 16);(22, 17);(23, 17);(16, 18);(22, 18);(12, 19);(13, 19)
0x18000007f000007f80000ffc0000f2e0000c06000040e000063e00003fe00003fc00001fe00001ff00000c380000c180000c1c0000c1c000063800003f800001f000001e00000000000000000000000	8	8	(11, 9);(12, 9);(12, 10)
0x3000000f800001fc00001cc00001cc00003ce0000386000070700007030000703000000300000030000003000008700001fe00003fe00003fe00003ff80001f380001e0000000000000000000000000000000	2	2	(14, 5);(15, 5);(14, 6);(15, 6);(14, 7);(15, 7);(16, 7);(14, 8);(15, 8);(16, 8);(17, 8);(14, 9);(15, 9);(16, 9);(17, 9);(14, 10);(15, 10);(16, 10);(17, 10);(18, 10);(6, 11);(16, 11);(17, 11);(5, 12);(18, 13);(19, 13);(20, 13);(18, 14);(19, 14);(5, 15);(10, 16);(11, 16);(14, 20);(15, 20);(11, 21);(13, 21);(14, 21);(15, 21);(16, 21);(13, 22);(14, 22);(15, 22);(16, 22)
0x7800001f800003f800003d800007180000e380001e7c0003c7f000107f000000180000018000000c000000c000180c00018080001c080000f1800007f800007f000001e00000000000000000000000	3	5	(13, 7);(11, 8);(9, 9);(10, 9);(11, 9);(12, 9);(8, 10);(9, 10);(10, 10);(11, 10);(8, 11);(9, 11);(18, 11);(11, 13);(8, 14);(8, 17);(9, 17);(10, 17);(12, 17);(8, 18);(9, 18);(10, 18);(8, 19);(9, 19);(10, 19);(13, 19);(10, 20);(8, 21);(9, 21);(10, 21);(8, 22);(9, 22);(10, 22);(9, 23);(10, 23);(10, 24)
0x7e00001ff80003ffc0007ffe0007c1c000f01e000f00e000f00e000f01c000fc1c0007ffe0003ffe0001ffc00007f800003f00000fe00007f80001ff00001fc00000e0000000000000000000000000	9	9	(20, 0);(21, 0);(22, 0);(23, 0);(24, 0);(25, 0);(19, 1);(20, 1);(21, 1);(22, 1);(23, 1);(24, 1);(25, 1);(26, 1);(0, 2);(1, 2);(22, 2);(23, 2);(24, 2);(25, 2);(26, 2);(0, 3);(1, 3);(2, 3);(22, 3);(23, 3);(24, 3);(25, 3);(26, 3);(0, 4);(1, 4);(2, 4);(3, 4);(4, 4);(22, 4);(23, 4);(24, 4);(25, 4);(26, 4);(0, 5);(1, 5);(2, 5);(3, 5);(4, 5);(5, 5);(6, 5);(7, 5);(20, 5);(21, 5);(22, 5);(23, 5);(24, 5);(25, 5);(26, 5);(0, 6);(1, 6);(2, 6);(3, 6);(4, 6);(5, 6);(7, 6);(20, 6);(21, 6);(22, 6);(23, 6);(24, 6);(0, 7);(1, 7);(2, 7);(3, 7);(4, 7);(5, 7);(20, 7);(21, 7);(24, 7);(0, 8);(1, 8);(2, 8);(3, 8);(4, 8);(5, 8);(10, 8);(19, 8);(20, 8);(21, 8);(1, 9);(2, 9);(3, 9);(4, 9);(5, 9);(8, 9);(19, 9);(20, 9);(2, 10);(3, 10);(4, 10);(7, 10);(19, 10);(20, 10);(2, 11);(3, 11);(4, 11);(5, 11);(16, 11);(17, 11);(24, 11);(3, 12);(4, 12);(5, 12);(11, 12);(12, 12);(13, 12);(15, 12);(16, 12);(17, 12);(20, 12);(24, 12);(3, 13);(4, 13);(7, 13);(8, 13);(9, 13);(12, 13);(13, 13);(16, 13);(17, 13);(18, 13);(20, 13);(5, 14);(6, 14);(7, 14);(8, 14);(12, 14);(13, 14);(14, 14);(18, 14);(19, 14);(20, 14);(2, 15);(5, 15);(6, 15);(7, 15);(8, 15);(13, 15);(14, 15);(19, 15);(1, 16);(2, 16);(3, 16);(4, 16);(5, 16);(6, 16);(13, 16);(14, 16);(22, 16);(1, 17);(2, 17);(3, 17);(4, 17);(6, 17);(14, 17);(16, 17);(17, 17);(1, 18);(2, 18);(3, 18);(4, 18);(6, 18);(9, 18);(10, 18);(15, 18);(16, 18);(17, 18);(2, 19);(3, 19);(4, 19);(5, 19);(6, 19);(9, 19);(10, 19);(13, 19);(14, 19);(15, 19);(16, 19);(3, 20);(4, 20);(6, 20);(9, 20);(10, 20);(11, 20);(12, 20);(13, 20);(14, 20);(15, 20);(19, 20);(3, 21);(4, 21);(5, 21);(6, 21);(9, 21);(10, 21);(11, 21);(12, 21);(13, 21);(14, 21);(18, 21);(19, 21);(20, 21);(5, 22);(6, 22);(7, 22);(10, 22);(11, 22);(12, 22);(14, 22);(17, 22);(18, 22);(19, 22);(20, 22);(4, 23);(5, 23);(6, 23);(7, 23);(8, 23);(9, 23);(15, 23);(17, 23);(18, 23);(19, 23);(20, 23);(4, 24);(5, 24);(6, 24);(7, 24);(8, 24);(9, 24);(11, 24);(18, 24);(19, 24);(20, 24);(4, 25);(5, 25);(6, 25);(7, 25);(8, 25);(9, 25);(10, 25);(11, 25);(17, 25);(18, 25);(19, 25);(20, 25);(21, 25);(4, 26);(5, 26);(6, 26);(8, 26);(9, 26);(10, 26);(11, 26);(17, 26);(18, 26);(19, 26);(20, 26);(21, 26);(22, 26);(4, 27);(5, 27);(6, 27);(7, 27);(8, 27);(9, 27);(10, 27);(11, 27);(17, 27);(18, 27);(19, 27);(20, 27);(21, 27);(22, 27)
0x1f800007fc0000ffe0003ffe0003f1e0003c1e0003c1e0003e1e0003f9e0001ffe0000ffc00003f800003f000007f00001fe0000ff8000fff0001ffc0001fe00001f80000000000000000000000000	9	5	(9, 9);(11, 18);(12, 18)
0x300000010000001000000400000040000004000000c0000000000000000000001800000380000018000010800001000000000000480000001800001b800007e0000078000000000000000000000000000000000000000000000	6	6	(7, 6);(5, 7);(6, 7);(7, 7);(6, 8);(7, 8);(5, 9);(6, 9);(7, 9);(8, 9);(5, 10);(6, 10);(7, 10);(8, 10);(5, 11);(6, 11);(7, 11);(8, 11);(7, 12);(7, 14);(8, 14);(7, 15);(8, 15);(7, 16);(8, 16);(8, 17);(8, 18);(8, 19);(9, 19);(8, 20);(9, 20);(10, 20);(8, 21);(9, 21);(10, 21);(8, 22)
